,title,filename,question,sentence,summarized_paragraph,sec_id,par_id,data_rule_1,extra_rule_1,bool_rule_1,data_rule_2,extra_rule_2,bool_rule_2,data_rule_3,extra_rule_3,bool_rule_3
973,The Epistemology of Religion,stanford.library.sydney.edu.au/entries/religion-epistemology/index.html,What type of beliefs are grounded in ordinary experiences?,that would occur if in fact rather few religious beliefs are grounded in the sorts of ordinary religious experiences most believers have.,"Reformed epistemology could be correct and yet far less significant than its proponents take it to be. That would occur if in fact rather few religious beliefs are grounded in the sorts of ordinary religious experiences most believers have. For it may well be that the beliefs are part of the cause of the experience rather than the other way round. For example, it could be that most religious experiences are not the result of religious beliefs, but are the product of them. It could also be the case that the religious experience is more important than the religious belief.",7.0,5.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': What, 'tag': 'WDT'}]",,True,[],,False
974,The Epistemology of Religion,stanford.library.sydney.edu.au/entries/religion-epistemology/index.html,"According to Popper , an implicit and cumulative argument could lead to what?",as a result he qualified evidentialism by insisting that an implicit and cumulative argument could lead to justified certainty.,"John Henry Newman rejected the hegemony of epistemology. His procedure was to examine how in fact people made up their minds on non-religious issues and argue that by the same standards religious beliefs were justified. As a result he qualified evidentialism by insisting that an implicit and cumulative argument could lead to justified certainty.   Although pre-dating the current debate, John Henry Newman’s rejection of Locke's and Paley's evidentialist is relevant to the problematic of contemporary epistemologists of religion.",5.0,1.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': [{'message': 'Put a space after the comma, but not before the comma', 'shortMessage': '', 'replacements': [{'value': ','}], 'offset': 19, 'length': 2, 'context': {'text': 'According to Popper , an implicit and cumulative argument cou...', 'offset': 19, 'length': 2}, 'sentence': 'According to Popper , an implicit and cumulative argument could lead to what?', 'type': {'typeName': 'Other'}, 'rule': {'id': 'COMMA_PARENTHESIS_WHITESPACE', 'description': 'Use of whitespace before comma and before/after parentheses', 'issueType': 'whitespace', 'category': {'id': 'TYPOGRAPHY', 'name': 'Typography'}}}]}",['TYPOGRAPHY'],True,"[{'token': what, 'tag': 'WP'}]",,True,"[{'text': 'Popper', 'label': 'ORG'}]",,True
975,The Epistemology of Religion,stanford.library.sydney.edu.au/entries/religion-epistemology/index.html,"According to Popper , an implicit and cumulative argument could lead to what?",as a result he qualified evidentialism by insisting that an implicit and cumulative argument could lead to justified certainty.,"John Henry Newman rejected the hegemony of epistemology. His procedure was to examine how in fact people made up their minds on non-religious issues and argue that by the same standards religious beliefs were justified. As a result he qualified evidentialism by insisting that an implicit and cumulative argument could lead to justified certainty.   Although pre-dating the current debate, John Henry Newman’s rejection of Locke's and Paley's evidentialist is relevant to the problematic of contemporary epistemologists of religion.",5.0,1.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': [{'message': 'Put a space after the comma, but not before the comma', 'shortMessage': '', 'replacements': [{'value': ','}], 'offset': 19, 'length': 2, 'context': {'text': 'According to Popper , an implicit and cumulative argument cou...', 'offset': 19, 'length': 2}, 'sentence': 'According to Popper , an implicit and cumulative argument could lead to what?', 'type': {'typeName': 'Other'}, 'rule': {'id': 'COMMA_PARENTHESIS_WHITESPACE', 'description': 'Use of whitespace before comma and before/after parentheses', 'issueType': 'whitespace', 'category': {'id': 'TYPOGRAPHY', 'name': 'Typography'}}}]}",['TYPOGRAPHY'],True,"[{'token': what, 'tag': 'WP'}]",,True,"[{'text': 'Popper', 'label': 'ORG'}]",,True
976,The Epistemology of Religion,stanford.library.sydney.edu.au/entries/religion-epistemology/index.html,How do theistic philosophers defend theism?,"theistic philosophers may, of course, grant evidentialism and even grant its hegemony, but defend theism by providing the case which evidentialists demand.","Theistic philosophers may, of course, grant evidentialism and even grant its hegemony, but defend theism by providing the case which evidentialists demand. To show the justifiability of full belief that there is a God it is sufficient  to have a deductively valid argument from premisses which are themselves justifiably held with full belief unless defeated by an objection. The details of the arguments are not within the scope of an article on epistemology. What is of interest is the kind of argument put forward.",4.0,1.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': How, 'tag': 'WRB'}]",,True,[],,False
977,The Epistemology of Religion,stanford.library.sydney.edu.au/entries/religion-epistemology/index.html,Epistemology is confusing because there are several sorts of what to be evaluated?, epistemology is confusing because there are several sorts of items to be evaluated.," Epistemology is confusing because there are several sorts of items to be evaluated. Since the topic of this article is the epistemology of religion not general epistemological it will be assumed that what is being evaluated is something related to faith, namely individual religious beliefs. The way of evaluating religious beliefs is as justified or unjustified as the beliefs themselves. The subject of the article is religion and its role in the study of religion. The author is a professor of philosophy at the University of California, Los Angeles.",1.0,1.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': what, 'tag': 'WP'}]",,True,[],,False
978,The Epistemology of Religion,stanford.library.sydney.edu.au/entries/religion-epistemology/index.html,Epistemology is confusing because there are several sorts of what to be evaluated?, epistemology is confusing because there are several sorts of items to be evaluated.," Epistemology is confusing because there are several sorts of items to be evaluated. Since the topic of this article is the epistemology of religion not general epistemological it will be assumed that what is being evaluated is something related to faith, namely individual religious beliefs. The way of evaluating religious beliefs is as justified or unjustified as the beliefs themselves. The subject of the article is religion and its role in the study of religion. The author is a professor of philosophy at the University of California, Los Angeles.",1.0,1.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': what, 'tag': 'WP'}]",,True,[],,False
980,The Epistemology of Religion,stanford.library.sydney.edu.au/entries/religion-epistemology/index.html,What is not within the scope of an article on epistemology?,the details of the arguments are not within the scope of an article on epistemology.,"Theistic philosophers may, of course, grant evidentialism and even grant its hegemony, but defend theism by providing the case which evidentialists demand. To show the justifiability of full belief that there is a God it is sufficient  to have a deductively valid argument from premisses which are themselves justifiably held with full belief unless defeated by an objection. The details of the arguments are not within the scope of an article on epistemology. What is of interest is the kind of argument put forward.",4.0,1.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': What, 'tag': 'WP'}]",,True,[],,False
981,The Epistemology of Religion,stanford.library.sydney.edu.au/entries/religion-epistemology/index.html,The details of arguments are not within the scope of an article on what?,the details of the arguments are not within the scope of an article on epistemology.,"Theistic philosophers may, of course, grant evidentialism and even grant its hegemony, but defend theism by providing the case which evidentialists demand. To show the justifiability of full belief that there is a God it is sufficient  to have a deductively valid argument from premisses which are themselves justifiably held with full belief unless defeated by an objection. The details of the arguments are not within the scope of an article on epistemology. What is of interest is the kind of argument put forward.",4.0,1.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': what, 'tag': 'WP'}]",,True,[],,False
983,The Epistemology of Religion,stanford.library.sydney.edu.au/entries/religion-epistemology/index.html,What is a complication of religious disagreements?,"one obvious complication concerning religious disagreements is the appeal to divine inspiration, as a source of private epistemic superiority.","One obvious complication concerning religious disagreements is the appeal to divine inspiration, as a source of private epistemic superiority. It is hard to see, though, how this could apply to disputes between two religions that both rely on the role of divine inspiration. Perhaps the only substitute for unargued dismissal is argued dismissal, as in the case of Martin Luther and the Protestant Reformed Church of Jesus Christ of Latter-day Saints. The case for argued dismissal can be summed up as: “I am not a Christian, I am a Muslim.”",9.0,2.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': What, 'tag': 'WP'}]",,True,[],,False
984,The Epistemology of Religion,stanford.library.sydney.edu.au/entries/religion-epistemology/index.html,What type of epistemic superiority is divine inspiration?,"one obvious complication concerning religious disagreements is the appeal to divine inspiration, as a source of private epistemic superiority.","One obvious complication concerning religious disagreements is the appeal to divine inspiration, as a source of private epistemic superiority. It is hard to see, though, how this could apply to disputes between two religions that both rely on the role of divine inspiration. Perhaps the only substitute for unargued dismissal is argued dismissal, as in the case of Martin Luther and the Protestant Reformed Church of Jesus Christ of Latter-day Saints. The case for argued dismissal can be summed up as: “I am not a Christian, I am a Muslim.”",9.0,2.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': What, 'tag': 'WDT'}]",,True,[],,False
985,The Epistemology of Religion,stanford.library.sydney.edu.au/entries/religion-epistemology/index.html,What article concentrates on western epistemology of religion?,"finally, and more controversially, this entry concentrates on western epistemology of religion, which is not, however, the same.","Although the topic is religious belief the same questions can be asked about faith in the absence of belief, where the standards might be laxer. John Schellenberg has argued that it is not justified to believe in a personal God. Note, though, that epistemological disputes between Hindu and Buddhist philosophers over a thousand years ago are much the same as those here considered. Finally, and more controversially, this entry concentrates on Western epistemology of religion, which is not, however, the same.",1.0,3.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': What, 'tag': 'WDT'}]",,True,[],,False
986,The Epistemology of Religion,stanford.library.sydney.edu.au/entries/religion-epistemology/index.html,What is the rejection of?,for it is the rejection of the hegemony of even a fragment of epistemology.,"Postmodernism implies more than being post modern in the above sense. For it is the rejection of the hegemony of even a fragment of epistemology. That might seem agreeable to fideists. But it trivializes fideism by obliterating any contrast between faith in divine revelation and trust in human capacities to discover the truth.  Postmodernism tends, however, to trivialize fideism. It tends, but not always, to be post modern. It is not post modern, it is post-modern.",2.0,7.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': What, 'tag': 'WP'}]",,True,[],,False
987,The Epistemology of Religion,stanford.library.sydney.edu.au/entries/religion-epistemology/index.html,What is the rejection of?,for it is the rejection of the hegemony of even a fragment of epistemology.,"Postmodernism implies more than being post modern in the above sense. For it is the rejection of the hegemony of even a fragment of epistemology. That might seem agreeable to fideists. But it trivializes fideism by obliterating any contrast between faith in divine revelation and trust in human capacities to discover the truth.  Postmodernism tends, however, to trivialize fideism. It tends, but not always, to be post modern. It is not post modern, it is post-modern.",2.0,7.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': What, 'tag': 'WP'}]",,True,[],,False
990,The Epistemology of Religion,stanford.library.sydney.edu.au/entries/religion-epistemology/index.html,What may be used as evidence for other beliefs?,such beliefs may then themselves be used as evidence for other beliefs.,"An influential contemporary rejection of evidentialism is reformed epistemology. As Plantinga develops it in his paper , beliefs are warranted without Enlightenment-approved evidence. Such beliefs may then themselves be used as evidence for other beliefs. But what grounding amounts to could be debated. This account seems to entail that S’s belief that p is grounded in event E if  in the circumstances E caused S to believe that p, and  S's coming to believe p was a case of proper functioning.",7.0,1.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': What, 'tag': 'WP'}]",,True,[],,False
991,The Epistemology of Religion,stanford.library.sydney.edu.au/entries/religion-epistemology/index.html,What may be used as evidence for other beliefs?,such beliefs may then themselves be used as evidence for other beliefs.,"An influential contemporary rejection of evidentialism is reformed epistemology. As Plantinga develops it in his paper , beliefs are warranted without Enlightenment-approved evidence. Such beliefs may then themselves be used as evidence for other beliefs. But what grounding amounts to could be debated. This account seems to entail that S’s belief that p is grounded in event E if  in the circumstances E caused S to believe that p, and  S's coming to believe p was a case of proper functioning.",7.0,1.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': What, 'tag': 'WP'}]",,True,[],,False
992,The Epistemology of Religion,stanford.library.sydney.edu.au/entries/religion-epistemology/index.html,What is the way of doing religious beliefs?,the way of evaluating religious beliefs is as justified or unjustified as the beliefs themselves.," Epistemology is confusing because there are several sorts of items to be evaluated. Since the topic of this article is the epistemology of religion not general epistemological it will be assumed that what is being evaluated is something related to faith, namely individual religious beliefs. The way of evaluating religious beliefs is as justified or unjustified as the beliefs themselves. The subject of the article is religion and its role in the study of religion. The author is a professor of philosophy at the University of California, Los Angeles.",1.0,1.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': What, 'tag': 'WP'}]",,True,[],,False
993,The Epistemology of Religion,stanford.library.sydney.edu.au/entries/religion-epistemology/index.html,What is the way of evaluating religious beliefs?,the way of evaluating religious beliefs is as justified or unjustified as the beliefs themselves.," Epistemology is confusing because there are several sorts of items to be evaluated. Since the topic of this article is the epistemology of religion not general epistemological it will be assumed that what is being evaluated is something related to faith, namely individual religious beliefs. The way of evaluating religious beliefs is as justified or unjustified as the beliefs themselves. The subject of the article is religion and its role in the study of religion. The author is a professor of philosophy at the University of California, Los Angeles.",1.0,1.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': What, 'tag': 'WP'}]",,True,[],,False
996,The Epistemology of Religion,stanford.library.sydney.edu.au/entries/religion-epistemology/index.html,What type of theory is religion primarily discussed in?,although these have some implications for the epistemology of religion they are primarily topics in general epistemological theory.,"This entry concentrates on questions such as, ‘Is it justified for Fatima to believe in God?’ It ignores such questions as whether these beliefs count as knowledge or whether they are scientific. It also ignores disputes between coherence theorists and foundationalists and disputes over whether belief is voluntary. Although these have some implications for the epistemology of religion they are primarily topics in general epistemological theory. The entry is based on an earlier version of this article in which the author claimed that Krishna was a human incarnation of the divine. We are happy to clarify this.",1.0,2.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': What, 'tag': 'WDT'}]",,True,[],,False
997,The Epistemology of Religion,stanford.library.sydney.edu.au/entries/religion-epistemology/index.html,What do natural theologians abandon the search for?,"many natural theologians have, however, abandoned the search for demonstrative arguments, appealing instead to ones which are probable.","Many natural theologians have, however, abandoned the search for demonstrative arguments, appealing instead to ones which are probable. While there are differences of approach, the common theme is that there is evidence for theism but evidence of a probable rather than a conclusive kind, justifying belief but not full belief. Notable in this regard are Mitchell’s cumulative argument and Swinburne's Bayesian reliance on probability. In a popular exposition of his argument SwinBurne appeals instead to an inference to the best explanation.",4.0,2.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': What, 'tag': 'WP'}]",,True,[],,False
998,The Epistemology of Religion,stanford.library.sydney.edu.au/entries/religion-epistemology/index.html,What type of theologians have abandoned the search for demonstrative arguments?,"many natural theologians have, however, abandoned the search for demonstrative arguments, appealing instead to ones which are probable.","Many natural theologians have, however, abandoned the search for demonstrative arguments, appealing instead to ones which are probable. While there are differences of approach, the common theme is that there is evidence for theism but evidence of a probable rather than a conclusive kind, justifying belief but not full belief. Notable in this regard are Mitchell’s cumulative argument and Swinburne's Bayesian reliance on probability. In a popular exposition of his argument SwinBurne appeals instead to an inference to the best explanation.",4.0,2.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': What, 'tag': 'WDT'}]",,True,[],,False
1001,The Epistemology of Religion,stanford.library.sydney.edu.au/entries/religion-epistemology/index.html,How long ago did the disputes between hindu and buddhist philosophers take place?,"note, though, that epistemological disputes between hindu and buddhist philosophers over a thousand years ago are much the same as those here considered.","Although the topic is religious belief the same questions can be asked about faith in the absence of belief, where the standards might be laxer. John Schellenberg has argued that it is not justified to believe in a personal God. Note, though, that epistemological disputes between Hindu and Buddhist philosophers over a thousand years ago are much the same as those here considered. Finally, and more controversially, this entry concentrates on Western epistemology of religion, which is not, however, the same.",1.0,3.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': [{'message': 'Possible spelling mistake found', 'shortMessage': 'Spelling mistake', 'replacements': [{'value': 'Hindu'}, {'value': 'Hindi'}, {'value': 'hind'}, {'value': 'Hindus'}, {'value': 'hinds'}, {'value': 'hind u'}], 'offset': 38, 'length': 5, 'context': {'text': 'How long ago did the disputes between hindu and buddhist philosophers take place?', 'offset': 38, 'length': 5}, 'sentence': 'How long ago did the disputes between hindu and buddhist philosophers take place?', 'type': {'typeName': 'Other'}, 'rule': {'id': 'MORFOLOGIK_RULE_EN_US', 'description': 'Possible spelling mistake', 'issueType': 'misspelling', 'category': {'id': 'TYPOS', 'name': 'Possible Typo'}}}]}",['TYPOS'],False,"[{'token': How, 'tag': 'WRB'}]",,True,"[{'text': 'hindu', 'label': 'NORP'}, {'text': 'buddhist', 'label': 'NORP'}]",,True
1003,The Epistemology of Religion,stanford.library.sydney.edu.au/entries/religion-epistemology/index.html,What does the same hold for other religious beliefs?,and the same holds for other religious beliefs.,"According to evidentialism it follows that if the arguments for there being a God, including any arguments from religious experience, are at best probable ones, and if, as most hold, God’s existence is not self-evident then no one would be justified in having full belief that there is a God. And the same holds for other religious beliefs. It would not be justified to believe even partially (i.e., with less than full confidence) if there is not a balance of evidence for belief.",2.0,3.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': What, 'tag': 'WP'}]",,True,[],,False
1004,The Epistemology of Religion,stanford.library.sydney.edu.au/entries/religion-epistemology/index.html,What type of beliefs do other beliefs have?,and the same holds for other religious beliefs.,"According to evidentialism it follows that if the arguments for there being a God, including any arguments from religious experience, are at best probable ones, and if, as most hold, God’s existence is not self-evident then no one would be justified in having full belief that there is a God. And the same holds for other religious beliefs. It would not be justified to believe even partially (i.e., with less than full confidence) if there is not a balance of evidence for belief.",2.0,3.0,"{'software': {'name': 'GrammarBot', 'version': '4.3.1', 'apiVersion': 1, 'premium': False, 'premiumHint': ""You might be missing errors only the Premium version can find. Upgrade to see what you're missing."", 'status': ''}, 'warnings': {'incompleteResults': False}, 'language': {'name': 'English (US)', 'code': 'en-US', 'detectedLanguage': {'name': 'English (US)', 'code': 'en-US'}}, 'matches': []}",[],True,"[{'token': What, 'tag': 'WDT'}]",,True,[],,False
